x,y,obstacle_type,is_charging_station,battery_level,path_length,navigation_success
18,3,dynamic,1,89.31,24,1
5,19,static,0,99.2,57,1
20,26,none,1,54.22,89,0
12,15,dynamic,0,98.51,5,0
17,8,none,1,42.05,86,1
16,27,none,0,36.28,12,0
7,1,static,1,12.47,99,1
7,23,static,0,17.87,66,1
13,9,static,0,24.46,94,1
25,22,dynamic,0,37.11,38,1
5,7,none,0,15.77,87,0
24,25,dynamic,0,48.52,65,0
16,18,none,1,74.94,23,0
0,7,none,0,64.82,22,0
25,12,dynamic,1,92.06,32,0
11,24,dynamic,0,27.28,66,1
11,17,dynamic,0,72.2,26,1
0,5,static,1,12.41,31,0
3,29,none,0,35.82,61,1
17,17,static,1,41.57,83,0
18,12,static,0,69.94,76,1
0,9,static,1,90.8,44,1
16,3,static,1,42.53,47,0
24,17,none,1,18.1,78,1
11,2,none,0,86.19,94,0
9,14,static,0,19.0,48,1
25,0,static,0,22.78,67,1
12,18,dynamic,0,20.38,30,0
0,17,static,0,26.13,77,1
15,16,none,1,59.18,44,1
24,23,none,1,18.34,83,1
2,22,dynamic,0,28.11,90,0
26,0,none,0,88.4,7,0
28,13,static,0,17.54,88,0
10,11,static,1,98.33,99,0
18,8,none,0,22.14,90,1
10,22,dynamic,1,19.69,42,0
0,28,dynamic,0,51.12,43,1
6,10,none,1,65.59,61,1
14,14,dynamic,0,78.48,22,1
15,25,dynamic,0,95.69,70,1
9,6,none,0,84.34,89,0
26,6,none,1,39.31,84,1
2,1,static,1,14.95,10,0
27,25,static,0,78.12,67,0
28,1,dynamic,1,31.15,81,0
2,12,static,0,40.03,15,1
15,8,none,0,65.95,53,1
3,11,none,0,94.34,75,1
15,12,dynamic,1,28.95,17,0
24,3,static,0,60.46,58,1
12,10,dynamic,0,46.06,88,0
26,16,static,0,94.89,83,0
2,9,dynamic,0,81.42,74,0
22,25,dynamic,1,11.96,35,0
18,18,none,1,11.4,81,0
14,2,dynamic,0,98.53,18,1
13,12,none,1,20.63,35,0
12,23,static,0,97.39,75,0
12,20,none,1,57.11,32,0
23,27,none,0,66.95,96,0
10,29,none,1,87.54,62,1
12,4,static,0,64.47,7,0
0,12,static,1,19.65,74,1
27,13,none,1,18.7,6,0
28,7,none,1,37.34,6,0
10,3,none,1,24.1,91,0
3,19,static,1,80.65,17,0
19,4,static,1,13.85,11,1
14,12,static,0,83.83,7,0
26,17,static,1,46.17,74,0
13,24,none,0,95.55,48,1
21,29,static,1,82.55,55,1
11,8,dynamic,0,51.4,73,0
29,5,dynamic,0,22.92,19,0
16,22,dynamic,0,68.32,21,1
8,18,dynamic,0,88.86,94,0
26,26,static,0,48.18,73,1
29,25,none,1,81.11,8,1
0,28,static,1,56.27,67,0
10,3,none,1,23.83,82,1
13,19,dynamic,0,51.59,53,1
18,7,none,1,37.31,64,0
14,20,static,1,31.53,50,1
14,14,none,0,58.61,16,1
16,16,dynamic,0,32.67,90,0
3,7,dynamic,0,21.04,26,1
8,16,dynamic,0,69.88,34,0
1,14,static,0,53.43,32,1
28,0,none,1,25.45,76,1
1,7,dynamic,0,72.14,9,1
18,12,static,1,12.52,20,0
25,18,dynamic,1,12.94,36,0
18,10,static,0,81.11,29,1
2,11,dynamic,1,29.04,13,1
16,11,none,0,96.3,73,1
28,15,none,0,16.1,42,0
23,24,static,1,66.73,36,1
12,28,none,1,91.42,19,1
23,29,none,0,88.74,8,0
15,11,dynamic,1,24.73,88,0
26,17,none,1,45.95,54,0
23,1,none,1,78.24,33,0
13,24,dynamic,0,79.96,60,1
28,9,none,1,76.37,10,1
28,21,static,1,60.92,24,0
6,21,static,1,92.98,53,0
14,6,dynamic,1,75.31,83,1
14,29,static,0,61.24,48,0
23,2,none,1,24.66,38,0
22,17,none,1,50.56,47,0
24,14,none,1,14.54,67,0
29,22,dynamic,0,96.43,35,0
21,29,static,1,92.73,56,1
7,22,none,1,65.67,38,0
21,17,static,0,40.29,66,0
12,20,none,1,16.42,91,1
27,14,none,0,28.64,40,1
3,7,dynamic,0,96.93,31,0
18,26,static,0,91.55,80,0
19,29,none,0,40.75,33,1
16,25,static,0,89.29,98,1
29,3,none,0,17.26,65,0
0,4,static,0,88.27,83,0
13,10,dynamic,1,29.21,65,1
25,11,static,1,43.97,47,1
21,0,none,1,44.33,27,0
27,12,dynamic,0,18.01,39,0
24,4,none,1,54.13,63,0
10,6,none,0,35.37,85,1
2,29,dynamic,0,46.98,80,1
19,11,static,0,56.25,63,1
15,26,dynamic,0,40.57,52,0
16,17,none,0,28.66,43,0
1,21,none,0,90.28,10,1
16,27,dynamic,0,69.22,55,0
11,9,none,1,76.97,76,1
25,7,dynamic,0,32.94,91,1
8,4,static,1,15.84,5,0
20,24,static,0,26.75,73,0
21,4,dynamic,1,19.7,19,0
5,28,static,1,11.07,66,1
20,15,dynamic,0,49.69,51,0
22,12,dynamic,1,67.1,71,0
18,1,none,0,21.01,60,0
16,24,none,1,56.76,33,0
4,26,none,1,11.48,74,0
3,23,dynamic,0,53.79,59,0
1,19,static,1,25.13,19,1
26,11,dynamic,0,37.87,82,0
27,7,none,0,62.32,74,1
24,15,none,1,78.9,38,0
16,25,dynamic,0,26.09,37,1
25,15,static,1,27.35,49,1
14,0,none,1,43.95,18,1
7,0,dynamic,0,66.33,7,1
27,26,static,1,52.24,29,1
23,5,none,1,66.62,38,0
0,5,static,0,86.49,20,1
20,29,dynamic,1,68.15,17,0
18,28,dynamic,1,39.73,20,0
27,10,static,1,82.73,67,1
26,11,dynamic,0,62.73,52,0
21,0,static,1,38.13,57,0
13,29,dynamic,1,90.02,99,0
26,5,none,1,80.64,83,0
24,11,none,0,63.8,59,0
29,7,none,0,65.2,80,1
2,1,none,0,43.59,33,0
12,7,static,0,22.99,6,0
27,29,static,0,25.0,72,1
12,2,none,1,18.19,93,0
12,23,none,1,73.87,64,0
23,14,static,0,47.16,52,1
13,6,none,1,70.41,26,1
0,15,dynamic,0,50.31,86,1
29,12,dynamic,0,96.63,49,0
17,5,dynamic,1,95.27,92,0
4,12,none,1,61.03,10,1
15,25,dynamic,0,91.32,72,1
5,3,static,0,36.09,21,1
14,23,dynamic,0,77.27,80,1
11,3,none,1,46.16,43,0
23,3,dynamic,1,36.28,8,1
16,21,none,0,34.02,71,1
9,2,static,1,12.04,38,0
6,13,dynamic,1,59.16,21,1
18,20,none,0,28.71,77,0
2,27,dynamic,0,54.18,31,0
13,12,static,1,16.47,43,1
4,6,none,0,67.08,20,1
28,12,static,1,71.99,67,1
8,28,static,0,20.22,41,1
9,27,none,1,44.88,45,0
7,0,dynamic,1,60.25,66,0
22,16,none,0,80.71,87,1
5,20,dynamic,0,34.86,66,0
22,23,dynamic,0,87.91,28,1
5,1,none,0,28.25,77,1
22,15,dynamic,1,59.64,40,1
12,8,none,0,79.51,12,1
22,24,static,0,68.05,92,1
23,7,dynamic,0,97.09,32,1
21,11,static,1,32.2,29,1
26,8,dynamic,0,89.03,47,0
17,21,dynamic,1,48.62,56,1
20,8,none,0,68.38,13,1
6,4,static,1,94.1,61,1
5,17,none,0,81.73,85,1
11,0,dynamic,0,97.05,97,0
17,13,dynamic,0,87.69,60,1
27,27,none,0,65.97,13,1
1,27,none,1,72.32,48,1
1,27,dynamic,1,42.56,8,1
7,9,none,1,16.43,65,1
29,1,dynamic,0,17.45,13,0
15,1,static,0,52.37,30,1
15,17,none,1,73.42,48,0
16,5,none,0,53.46,29,0
13,27,none,1,70.32,21,0
1,5,static,0,14.24,92,1
15,2,none,1,15.49,70,0
16,17,static,0,25.69,30,0
11,15,static,0,49.45,28,0
19,5,none,1,12.31,6,0
18,28,dynamic,0,70.24,82,0
8,17,static,0,75.83,68,0
19,0,static,0,93.25,60,0
16,18,none,1,44.41,21,0
29,26,dynamic,1,71.78,9,1
14,22,static,0,49.62,37,1
25,5,static,0,96.23,19,0
27,15,dynamic,1,60.72,9,1
5,20,static,0,78.44,80,1
6,8,none,1,61.6,43,0
6,4,dynamic,1,82.26,54,0
8,24,static,1,71.97,49,1
15,16,static,0,68.27,29,0
6,4,dynamic,1,78.66,80,1
19,27,static,1,57.06,36,1
23,28,static,0,38.26,90,0
12,24,static,1,90.46,12,0
6,3,static,1,51.05,36,0
1,20,static,0,93.04,50,1
6,16,dynamic,0,23.78,39,1
10,22,static,1,98.7,96,1
8,21,none,0,92.25,58,1
25,28,none,1,43.77,59,0
17,6,none,0,87.74,40,1
18,25,dynamic,1,37.21,55,1
9,24,dynamic,1,53.04,40,0
15,9,none,1,81.83,29,1
23,8,dynamic,0,26.24,72,0
0,21,static,0,91.23,92,0
25,1,none,0,70.02,83,1
26,16,none,0,39.59,53,1
19,7,static,1,29.26,65,1
10,26,none,0,87.76,60,0
9,23,none,0,10.13,67,1
27,6,dynamic,0,80.01,7,0
13,15,dynamic,0,41.38,26,1
20,22,none,1,90.97,86,0
25,1,static,1,31.6,8,0
15,23,static,0,15.44,95,1
6,12,dynamic,1,58.29,57,1
12,14,static,0,95.79,85,0
25,27,dynamic,1,29.81,45,0
19,15,none,0,55.59,36,1
10,23,static,1,86.31,22,0
8,11,none,1,38.6,19,0
22,29,none,0,83.16,6,0
4,5,dynamic,0,64.64,60,1
22,13,static,1,39.23,8,1
1,4,none,1,41.39,45,0
18,7,static,0,48.94,90,0
2,27,static,1,85.12,34,1
1,18,dynamic,1,47.54,61,1
26,3,dynamic,0,91.51,13,1
2,23,dynamic,0,56.81,51,0
14,25,none,1,25.97,27,1
12,15,static,1,25.27,89,1
27,1,dynamic,1,94.59,70,0
22,14,none,1,98.52,51,1
12,26,static,0,71.08,64,0
12,5,none,0,93.12,40,0
2,23,dynamic,0,88.59,23,1
11,1,none,1,11.72,16,1
18,13,static,0,37.93,88,1
4,15,static,1,78.2,17,1
3,6,static,1,61.09,61,1
12,7,dynamic,0,10.53,82,1
17,19,dynamic,0,64.68,43,0
24,29,dynamic,0,47.37,7,0
16,0,dynamic,0,84.67,88,1
0,12,dynamic,1,12.59,18,1
28,12,none,0,51.66,98,1
15,10,none,1,48.95,43,1
24,24,dynamic,0,86.93,88,1
3,3,static,1,35.66,18,0
21,23,none,1,32.78,8,1
21,12,none,1,63.82,64,0
24,16,none,0,88.94,15,1
10,0,none,0,45.42,96,1
17,4,dynamic,0,15.51,91,0
19,12,dynamic,1,56.65,81,0
23,14,none,1,50.86,100,0
11,11,static,1,63.71,38,1
9,0,static,1,63.47,30,0
3,29,static,0,81.66,15,0
0,3,static,1,13.22,76,0
20,3,none,0,27.63,91,0
1,17,dynamic,0,18.51,9,0
19,10,dynamic,1,30.12,65,0
6,5,none,1,74.19,25,0
27,10,dynamic,0,44.32,94,0
28,13,static,0,52.77,99,0
29,0,dynamic,0,15.06,74,1
28,10,none,1,91.17,77,0
23,15,static,1,51.82,20,1
10,22,dynamic,1,54.04,24,0
26,4,static,1,49.94,32,1
7,15,static,0,11.86,59,0
12,19,none,0,94.15,75,0
1,11,static,1,89.28,62,0
23,9,none,1,24.67,68,1
11,18,static,0,31.02,19,1
27,27,static,0,62.1,50,1
20,15,static,1,60.68,79,1
12,7,none,0,32.94,91,1
22,1,dynamic,1,96.79,91,1
20,18,dynamic,1,53.78,14,0
24,0,static,0,57.71,88,1
18,26,static,0,83.2,53,0
29,13,static,1,54.28,75,0
20,12,dynamic,1,40.55,10,0
28,7,none,0,43.38,84,1
15,10,dynamic,1,15.12,56,1
17,8,static,0,12.09,66,0
2,9,static,1,38.2,18,1
1,25,static,1,44.27,93,0
26,15,dynamic,1,55.69,64,1
6,20,static,0,82.22,81,1
21,1,none,1,80.87,20,0
12,29,static,1,41.25,19,1
10,18,none,0,67.09,39,1
1,10,dynamic,1,59.99,16,1
16,22,static,1,31.91,23,0
5,9,none,0,90.51,7,0
24,14,none,0,72.14,80,0
9,13,none,0,53.86,9,1
26,24,dynamic,0,26.65,73,0
3,14,none,1,20.85,14,1
21,9,dynamic,0,27.34,21,0
3,8,dynamic,1,10.05,67,1
1,14,none,0,48.34,30,1
13,9,static,1,40.91,46,1
11,17,static,0,68.13,59,0
4,4,dynamic,1,33.07,17,1
24,28,dynamic,0,36.25,22,0
28,28,static,1,59.79,31,1
21,22,dynamic,0,20.68,72,1
13,20,dynamic,1,96.82,9,1
8,24,none,1,46.89,64,1
21,12,static,0,23.78,22,1
16,23,dynamic,1,50.45,20,0
26,27,static,1,71.43,72,1
27,13,none,1,18.52,78,1
24,7,static,1,69.3,66,1
0,8,none,1,76.06,79,1
7,4,none,1,26.46,13,1
16,5,static,1,20.82,54,1
6,26,dynamic,0,25.63,84,0
17,7,dynamic,1,20.8,53,0
7,14,static,1,14.57,27,1
19,11,static,0,23.84,94,0
27,19,none,1,85.98,99,0
12,28,none,0,87.33,57,0
1,22,dynamic,1,36.28,33,0
16,12,none,0,90.69,14,0
11,4,none,1,92.95,72,0
13,17,none,0,62.48,49,0
9,8,none,1,68.2,51,1
4,11,static,1,58.7,26,0
23,15,none,1,83.99,53,1
28,0,static,0,28.73,35,1
19,22,static,1,76.23,13,0
28,8,static,1,16.66,8,0
10,25,static,1,76.79,51,1
0,24,static,0,69.88,28,0
16,17,static,0,70.61,85,1
8,5,static,0,50.56,13,0
24,13,dynamic,0,17.08,30,1
1,16,none,0,79.7,66,1
11,15,dynamic,1,46.5,40,0
14,19,none,1,57.24,46,0
16,18,none,0,69.11,77,0
0,6,dynamic,0,96.85,95,1
16,24,none,1,14.15,55,0
9,1,dynamic,0,20.19,60,0
3,18,static,0,76.25,80,1
3,22,dynamic,0,34.53,42,1
6,17,none,0,95.26,82,1
8,0,static,1,49.78,10,1
26,22,none,0,38.75,93,0
29,1,static,0,20.41,96,0
6,3,dynamic,0,60.06,98,0
18,1,none,1,87.54,77,1
28,8,none,0,41.24,91,0
2,17,static,0,91.37,67,0
2,24,dynamic,1,17.26,32,1
27,27,dynamic,1,24.27,30,0
29,23,static,0,30.34,67,1
10,15,none,0,47.64,83,1
24,25,static,0,10.11,87,0
0,2,none,1,95.61,96,1
28,10,static,0,42.53,14,1
10,13,none,0,51.48,18,1
22,25,dynamic,1,87.92,11,1
23,19,static,1,12.77,26,1
0,9,none,1,90.71,15,1
21,7,dynamic,0,72.0,49,0
14,17,dynamic,0,72.34,45,1
20,17,static,1,75.98,37,0
16,20,none,1,72.09,90,1
14,18,dynamic,0,39.72,6,1
13,17,dynamic,0,54.61,98,1
6,25,none,1,68.48,80,0
26,6,dynamic,1,10.08,46,1
28,13,dynamic,0,48.69,82,0
24,19,static,0,29.4,92,0
6,20,dynamic,0,87.38,43,1
11,20,static,1,73.47,76,0
29,11,dynamic,1,40.38,98,0
19,13,none,0,47.58,21,1
17,0,static,0,84.33,43,1
25,11,static,0,67.49,85,0
10,18,static,0,89.65,9,1
25,28,static,0,22.47,7,0
22,20,static,0,35.79,22,1
9,6,none,0,58.74,80,0
26,13,dynamic,1,53.08,27,1
6,2,none,1,56.7,84,0
23,24,none,0,64.98,5,1
14,7,static,1,45.79,15,0
5,5,static,1,30.22,70,0
12,7,dynamic,1,26.88,69,1
18,16,dynamic,1,19.27,46,0
28,12,static,0,55.86,19,1
7,10,static,0,87.15,29,0
16,8,static,0,95.09,41,1
0,5,static,1,40.5,96,1
11,18,none,1,47.94,71,1
24,7,static,1,22.2,47,1
5,14,none,1,62.48,40,0
21,3,none,0,99.01,7,1
27,16,static,0,95.18,67,0
7,3,static,1,58.72,87,1
22,12,static,1,15.82,33,1
26,12,static,0,25.63,65,0
29,3,static,0,29.02,53,0
4,21,dynamic,0,62.92,14,1
12,14,dynamic,1,84.59,34,1
9,4,none,0,79.76,37,1
24,22,none,0,46.78,57,1
19,28,none,0,67.05,47,1
10,6,none,0,89.71,31,1
13,16,none,1,59.99,84,1
6,3,none,1,98.41,90,1
5,23,dynamic,0,29.65,79,1
8,13,dynamic,0,35.65,68,0
22,9,dynamic,1,89.54,73,0
29,25,none,1,50.9,38,0
9,12,dynamic,0,82.27,62,1
18,16,static,1,60.04,9,0
18,26,dynamic,0,84.5,44,1
9,5,static,0,74.65,89,0
21,14,dynamic,1,45.22,43,1
25,29,dynamic,1,87.52,28,0
9,24,none,1,48.55,64,0
9,0,static,1,93.68,87,1
13,13,dynamic,1,24.01,59,1
12,6,none,1,45.39,60,0
0,17,none,0,36.37,99,0
6,18,dynamic,0,26.69,9,0
26,16,static,1,66.95,90,1
29,18,dynamic,0,51.95,72,1
15,13,none,0,34.11,78,1
7,6,none,0,31.98,36,1
24,26,static,0,43.72,52,0
27,13,dynamic,1,40.16,39,0
21,2,none,1,92.69,78,0
18,15,static,1,53.37,30,1
7,25,dynamic,1,36.62,30,0
8,13,static,1,54.53,23,1
6,23,dynamic,1,92.46,58,1
2,6,dynamic,0,72.48,93,1
23,8,none,1,70.34,47,1
6,1,none,0,57.11,68,0
7,24,dynamic,0,43.12,47,0
5,27,dynamic,0,30.57,70,1
2,2,static,1,26.05,55,1
12,8,none,1,77.82,55,0
18,14,none,0,39.37,83,1
15,12,static,0,43.61,15,1
29,7,none,1,95.73,34,0
4,27,dynamic,0,96.42,83,1
11,2,dynamic,1,24.38,55,0
15,6,none,1,63.76,36,1
18,10,none,1,59.96,66,0
10,16,dynamic,1,17.88,63,1
25,1,dynamic,0,79.45,15,1
21,22,dynamic,0,54.42,39,1
2,3,static,1,93.91,17,0
5,26,dynamic,0,72.32,61,1
13,11,dynamic,1,86.38,26,0
27,1,dynamic,0,89.63,72,0
25,14,static,1,86.74,88,1
27,8,dynamic,1,32.96,33,1
2,25,none,0,70.55,62,1
22,23,static,0,66.63,11,0
8,0,static,0,46.6,66,1
20,28,static,0,32.13,9,0
0,27,static,0,74.57,81,0
10,28,static,0,38.67,69,0
27,7,dynamic,0,42.01,12,1
18,0,static,1,23.04,30,1
9,25,dynamic,0,76.78,97,1
9,12,static,1,46.47,54,0
23,22,dynamic,0,92.27,15,0
12,20,static,0,84.67,70,1
5,27,static,0,70.11,25,1
0,26,dynamic,0,42.2,24,0
1,13,static,0,65.38,21,1
17,7,none,1,17.87,27,0
24,28,static,1,31.23,47,1
7,0,dynamic,0,87.15,77,1
5,15,dynamic,1,68.97,5,1
11,3,none,1,24.54,48,1
20,22,none,1,23.69,18,0
7,6,none,0,50.54,63,0
11,29,none,1,81.12,47,0
16,14,none,1,84.83,12,1
1,9,none,0,87.44,75,1
3,24,static,1,85.81,68,1
17,26,static,0,39.64,52,0
6,18,none,0,12.07,78,1
1,27,dynamic,0,75.81,70,1
9,23,dynamic,1,13.23,62,1
24,14,none,0,61.13,44,0
15,8,dynamic,0,10.66,32,0
29,19,static,1,76.51,9,1
26,11,none,0,68.65,21,0
18,17,static,1,11.88,39,0
17,28,static,1,70.08,11,1
7,14,dynamic,0,31.02,77,1
8,12,none,0,12.72,99,0
7,24,dynamic,0,95.79,58,1
14,16,static,0,37.91,36,0
1,4,none,1,97.46,84,0
16,1,none,0,49.51,47,1
18,7,none,0,10.91,94,0
5,3,none,0,73.91,57,0
26,1,none,1,19.52,14,1
7,16,dynamic,0,21.21,85,1
4,16,none,0,11.98,65,1
15,24,static,0,76.9,48,0
0,19,dynamic,0,58.26,31,0
16,11,static,0,34.07,15,0
27,17,none,1,45.31,21,1
1,21,dynamic,1,27.36,86,1
15,13,dynamic,1,78.08,55,0
26,10,dynamic,0,98.51,25,1
11,23,dynamic,1,78.71,32,1
26,16,none,0,75.42,13,1
14,3,none,1,10.85,33,0
2,2,static,1,31.12,43,0
3,0,dynamic,0,81.03,95,0
25,15,none,1,38.97,21,0
29,3,static,0,22.0,98,0
23,28,none,0,89.11,69,0
21,26,dynamic,1,55.08,81,0
7,26,none,1,16.62,81,1
5,3,none,1,78.67,87,0
8,16,static,0,70.3,94,1
20,3,none,0,67.77,94,1
4,8,static,1,21.03,40,1
14,3,dynamic,1,56.26,95,0
13,8,dynamic,0,65.08,92,1
24,10,static,1,66.58,34,0
17,9,none,0,56.96,22,0
27,8,dynamic,0,46.99,31,1
20,0,none,0,14.31,95,0
21,28,none,1,48.35,14,0
10,23,dynamic,0,82.5,56,1
25,26,static,1,46.48,7,0
8,24,static,1,64.3,63,0
24,28,dynamic,1,17.62,54,1
22,8,dynamic,1,17.33,97,1
26,4,static,0,30.99,60,0
22,10,dynamic,1,55.52,78,1
10,5,static,0,96.86,95,1
7,27,dynamic,0,67.63,19,1
17,3,none,0,41.79,76,0
18,19,dynamic,1,80.08,20,1
22,13,dynamic,0,33.34,52,0
22,10,dynamic,1,37.28,80,0
24,23,static,0,79.19,16,1
12,23,none,1,40.43,26,0
0,23,dynamic,1,27.93,79,0
14,19,static,0,68.9,8,1
17,25,dynamic,1,28.64,100,1
14,8,dynamic,1,83.82,75,0
4,16,none,1,83.0,7,1
17,1,none,0,82.18,67,1
27,24,static,1,80.08,71,1
5,8,none,0,24.27,25,1
12,16,static,0,56.65,43,1
17,12,none,0,91.68,21,1
17,1,none,0,12.23,98,0
24,21,static,1,84.48,54,0
14,4,dynamic,1,39.91,76,0
11,26,none,1,82.65,40,0
6,19,none,0,23.34,11,0
5,0,static,1,25.94,78,1
24,29,none,0,76.74,99,1
5,19,dynamic,1,83.5,56,1
4,1,static,0,10.96,39,0
10,7,static,1,67.65,43,1
22,3,none,1,61.16,13,1
27,21,dynamic,1,59.23,48,1
7,8,static,1,36.91,67,0
21,25,dynamic,1,33.89,44,1
6,16,none,1,75.32,28,1
23,8,none,1,94.5,20,0
28,24,none,0,70.04,25,0
13,26,static,0,25.28,60,0
4,3,dynamic,1,26.0,98,1
1,19,dynamic,1,90.56,91,1
18,3,static,1,65.48,7,0
21,16,dynamic,1,85.69,37,1
27,20,dynamic,1,32.72,73,1
4,22,none,1,71.86,20,1
10,28,none,0,46.9,55,1
3,14,static,0,40.14,47,0
12,9,none,0,20.94,44,1
5,8,dynamic,0,89.68,45,1
9,0,none,0,69.31,71,0
17,1,static,1,72.38,43,0
18,2,dynamic,0,17.28,20,1
28,10,static,1,90.29,19,0
20,18,static,0,70.39,92,1
27,1,dynamic,0,52.06,32,0
13,22,static,1,10.21,38,0
5,5,dynamic,1,55.18,70,0
24,19,none,0,83.0,65,0
9,23,static,0,91.56,57,1
11,14,dynamic,0,40.44,38,1
14,1,none,0,67.35,31,0
11,26,none,1,28.43,22,0
12,17,static,1,33.97,5,1
9,15,dynamic,1,94.49,92,1
20,13,dynamic,0,41.52,46,0
13,13,dynamic,0,15.25,65,1
23,0,none,1,60.85,24,1
21,11,static,1,87.64,51,0
19,1,none,1,45.8,45,1
11,3,dynamic,0,48.6,79,1
27,13,static,1,14.66,50,1
9,22,none,1,14.3,38,1
19,16,static,0,24.22,74,1
13,8,none,0,71.7,69,0
27,18,none,1,44.63,32,1
29,10,none,0,94.57,73,1
20,17,dynamic,0,18.79,32,0
26,20,dynamic,1,68.67,85,1
1,9,static,1,85.73,47,1
14,6,dynamic,0,60.96,94,0
29,13,dynamic,1,34.22,80,0
11,21,static,0,93.71,64,1
17,26,static,1,67.02,9,0
1,26,dynamic,1,38.34,80,0
5,3,static,1,91.96,82,1
6,26,static,0,94.21,53,0
18,28,static,0,94.17,38,0
28,0,static,1,96.3,24,0
17,22,none,1,61.76,38,1
0,10,none,0,26.4,63,1
16,27,static,0,88.52,52,0
5,22,none,1,69.28,72,0
6,23,static,1,39.99,82,1
27,1,none,1,79.87,39,1
12,26,none,1,19.27,22,0
24,17,none,1,81.45,66,0
15,24,static,1,78.07,41,0
23,14,dynamic,0,27.31,64,1
8,8,dynamic,0,56.66,91,1
7,6,none,0,27.69,32,1
15,24,none,1,31.39,12,0
24,27,static,0,71.19,42,1
16,25,static,0,97.05,10,1
22,24,static,0,59.85,18,0
3,12,static,0,92.82,94,1
20,23,none,0,16.75,70,0
7,10,none,1,74.53,64,0
6,12,none,1,21.05,52,0
9,19,static,1,21.81,79,0
29,18,static,0,49.14,73,1
21,29,dynamic,1,78.51,17,1
17,8,none,1,64.74,56,1
29,1,none,1,22.92,52,1
7,1,dynamic,1,62.45,28,0
27,13,none,1,72.99,20,1
25,1,none,1,89.49,78,1
18,22,dynamic,0,13.02,70,1
2,13,dynamic,1,90.12,38,1
27,25,none,0,12.72,89,0
25,11,dynamic,1,34.93,14,1
27,18,dynamic,0,67.99,25,1
19,6,static,0,59.65,92,0
29,26,none,0,40.49,33,0
10,0,none,1,46.96,42,1
8,25,none,1,89.67,22,0
27,27,static,1,64.48,43,1
29,13,static,0,48.94,30,0
8,14,static,0,54.22,83,1
8,23,static,1,41.96,29,0
24,9,dynamic,0,78.97,94,0
27,23,none,1,63.56,89,0
15,17,dynamic,1,66.56,90,0
7,4,dynamic,1,25.97,23,0
3,10,static,0,27.27,31,1
13,29,dynamic,1,70.45,29,1
18,18,none,0,66.23,71,1
7,5,dynamic,1,76.05,86,1
13,22,none,1,75.47,57,1
10,3,none,1,53.5,30,1
11,8,none,0,15.36,62,1
17,28,none,1,98.58,97,0
23,24,none,0,34.05,81,0
2,14,dynamic,0,94.8,33,0
9,12,static,1,10.48,24,0
2,18,static,1,96.35,14,1
20,28,dynamic,0,96.7,92,0
9,13,none,0,32.24,58,0
15,6,dynamic,1,10.28,39,0
16,23,dynamic,0,22.48,18,1
22,10,static,0,64.01,28,0
14,29,static,0,32.82,64,1
4,28,static,0,46.79,9,0
23,6,dynamic,0,26.74,19,0
7,3,static,0,24.85,65,0
26,26,static,1,54.89,55,1
2,29,static,1,38.54,29,0
1,21,none,1,76.0,54,1
3,8,dynamic,1,37.35,27,1
11,20,none,0,61.69,47,1
13,19,dynamic,1,70.35,48,0
18,17,static,1,57.44,37,1
23,26,static,0,53.16,23,0
16,28,static,0,22.7,92,0
6,18,none,0,35.13,37,0
5,27,none,0,92.65,50,1
3,23,static,0,30.44,15,0
23,20,none,0,68.69,24,1
23,2,static,1,33.17,43,1
15,15,none,1,98.97,50,1
20,15,none,1,58.37,65,1
12,16,dynamic,1,79.43,99,0
29,27,dynamic,0,21.12,87,1
6,13,none,0,33.36,6,0
7,16,none,1,58.46,20,1
21,9,none,0,21.94,57,0
8,7,dynamic,0,71.21,63,0
13,23,none,1,95.58,65,1
12,20,none,1,13.03,92,1
15,19,static,0,90.18,19,1
0,6,dynamic,0,91.31,59,1
17,20,dynamic,0,64.79,17,1
29,16,dynamic,1,85.94,98,1
11,5,dynamic,0,55.11,33,0
1,1,dynamic,0,34.94,77,1
29,22,dynamic,0,30.2,39,1
24,9,none,1,66.46,69,1
20,29,none,0,47.51,57,0
8,17,dynamic,0,62.17,51,1
27,6,none,1,13.91,65,0
19,27,static,1,70.72,75,1
27,7,dynamic,0,29.51,76,0
13,0,none,1,45.77,56,0
13,8,dynamic,0,49.14,75,0
1,17,none,0,82.61,24,1
4,0,static,0,88.6,26,1
6,11,dynamic,0,89.41,85,1
17,14,dynamic,1,52.49,87,1
22,24,none,1,14.13,43,1
8,16,none,0,39.2,8,0
17,9,dynamic,0,17.73,73,0
28,27,dynamic,0,31.73,38,1
21,23,dynamic,0,89.19,72,1
22,1,none,1,76.19,47,1
4,10,dynamic,1,37.82,47,1
19,25,none,1,82.21,32,1
6,24,static,1,16.33,80,0
1,12,none,1,94.72,13,0
2,27,dynamic,0,38.42,89,1
6,22,static,1,21.9,35,0
0,12,none,1,92.86,14,0
18,19,none,1,26.99,35,1
24,25,dynamic,0,56.35,50,1
4,24,none,1,33.93,37,0
26,26,static,0,38.48,48,0
12,12,dynamic,1,75.65,100,0
6,28,static,1,90.41,19,0
23,3,static,1,41.32,36,0
24,27,dynamic,1,80.64,28,0
27,16,dynamic,1,40.84,11,0
2,1,dynamic,1,88.94,12,0
6,29,dynamic,1,59.95,48,0
7,23,none,1,49.92,48,1
16,8,static,1,55.12,78,1
17,9,dynamic,0,70.04,87,1
17,15,none,0,61.61,34,0
